5.0000000000000001e-03	5.0000000000000001e-03	4.1235468648942375e-03
5.0000000000000001e-03	1.4999999999999999e-02	4.8243718412101988e-03
5.0000000000000001e-03	2.5000000000000001e-02	6.2890812491640958e-03
5.0000000000000001e-03	3.4999999999999996e-02	8.6422342486525919e-03
5.0000000000000001e-03	4.4999999999999998e-02	1.2066249886137706e-02
5.0000000000000001e-03	5.5000000000000000e-02	1.6794741197002784e-02
5.0000000000000001e-03	6.5000000000000002e-02	2.3101636066008010e-02
5.0000000000000001e-03	7.5000000000000011e-02	3.1284919042215892e-02
5.0000000000000001e-03	8.5000000000000006e-02	4.1644166897840618e-02
5.0000000000000001e-03	9.5000000000000001e-02	5.4451723429418487e-02
5.0000000000000001e-03	1.0500000000000001e-01	6.9918329824039199e-02
5.0000000000000001e-03	1.1500000000000000e-01	8.8155196438520517e-02
5.0000000000000001e-03	1.2500000000000000e-01	1.0913570668172272e-01
5.0000000000000001e-03	1.3500000000000001e-01	1.3266097051206313e-01
5.0000000000000001e-03	1.4500000000000002e-01	1.5833406068298111e-01
5.0000000000000001e-03	1.5500000000000000e-01	1.8554775974787244e-01
5.0000000000000001e-03	1.6500000000000001e-01	2.1348988349456688e-01
5.0000000000000001e-03	1.7500000000000002e-01	2.4116870765184753e-01
5.0000000000000001e-03	1.8500000000000000e-01	2.6745883402573545e-01
5.0000000000000001e-03	1.9500000000000001e-01	2.9116525715552188e-01
5.0000000000000001e-03	2.0500000000000002e-01	3.1110081015199503e-01
5.0000000000000001e-03	2.1500000000000000e-01	3.2617000285078684e-01
5.0000000000000001e-03	2.2500000000000001e-01	3.3545090812744355e-01
5.0000000000000001e-03	2.3500000000000001e-01	3.3826648091500278e-01
5.0000000000000001e-03	2.4500000000000000e-01	3.3423761094128818e-01
5.0000000000000001e-03	2.5500000000000000e-01	3.2331221206010141e-01
5.0000000000000001e-03	2.6500000000000001e-01	3.0576744557049951e-01
5.0000000000000001e-03	2.7500000000000002e-01	2.8218533294684117e-01
5.0000000000000001e-03	2.8500000000000003e-01	2.5340505125788204e-01
5.0000000000000001e-03	2.9499999999999998e-01	2.2045767533928784e-01
5.0000000000000001e-03	3.0499999999999999e-01	1.8449070464829351e-01
5.0000000000000001e-03	3.1500000000000000e-01	1.4669022911603960e-01
5.0000000000000001e-03	3.2500000000000001e-01	1.0820807087570961e-01
5.0000000000000001e-03	3.3500000000000002e-01	7.0099872969786758e-02
5.0000000000000001e-03	3.4500000000000003e-01	3.3278188261165041e-02
5.0000000000000001e-03	3.5500000000000004e-01	-1.5175069275185256e-03
5.0000000000000001e-03	3.6499999999999999e-01	-3.3733967897569682e-02
5.0000000000000001e-03	3.7500000000000000e-01	-6.3002255106980098e-02
5.0000000000000001e-03	3.8500000000000001e-01	-8.9123619082640007e-02
5.0000000000000001e-03	3.9500000000000002e-01	-1.1204667351925308e-01
5.0000000000000001e-03	4.0500000000000003e-01	-1.3183940238857803e-01
5.0000000000000001e-03	4.1500000000000004e-01	-1.4865920901918009e-01
5.0000000000000001e-03	4.2499999999999999e-01	-1.6272360998398472e-01
5.0000000000000001e-03	4.3500000000000000e-01	-1.7428344614113439e-01
5.0000000000000001e-03	4.4500000000000001e-01	-1.8359974944946109e-01
5.0000000000000001e-03	4.5500000000000002e-01	-1.9092475699113934e-01
5.0000000000000001e-03	4.6500000000000002e-01	-1.9648705678265013e-01
