5.0000000000000001e-03	5.0000000000000001e-03	-3.5229408761440158e-02
5.0000000000000001e-03	1.4999999999999999e-02	-3.5279285393005094e-02
5.0000000000000001e-03	2.5000000000000001e-02	-3.5379494131000722e-02
5.0000000000000001e-03	3.4999999999999996e-02	-3.5530957878759713e-02
5.0000000000000001e-03	4.4999999999999998e-02	-3.5735091608103502e-02
5.0000000000000001e-03	5.5000000000000000e-02	-3.5993841224806353e-02
5.0000000000000001e-03	6.5000000000000002e-02	-3.6309739151790921e-02
5.0000000000000001e-03	7.5000000000000011e-02	-3.6685980301060440e-02
5.0000000000000001e-03	8.5000000000000006e-02	-3.7126523573684032e-02
5.0000000000000001e-03	9.5000000000000001e-02	-3.7636225823543340e-02
5.0000000000000001e-03	1.0500000000000001e-01	-3.8221017294641633e-02
5.0000000000000001e-03	1.1500000000000000e-01	-3.8888129691183347e-02
5.0000000000000001e-03	1.2500000000000000e-01	-3.9646389764366456e-02
5.0000000000000001e-03	1.3500000000000001e-01	-4.0506591646220898e-02
5.0000000000000001e-03	1.4500000000000002e-01	-4.1481958485370972e-02
5.0000000000000001e-03	1.5500000000000000e-01	-4.2588695709776921e-02
5.0000000000000001e-03	1.6500000000000001e-01	-4.3846620892426622e-02
5.0000000000000001e-03	1.7500000000000002e-01	-4.5279824224979941e-02
5.0000000000000001e-03	1.8500000000000000e-01	-4.6917264066966051e-02
5.0000000000000001e-03	1.9500000000000001e-01	-4.8793129653377051e-02
5.0000000000000001e-03	2.0500000000000002e-01	-5.0946706157432353e-02
5.0000000000000001e-03	2.1500000000000000e-01	-5.3421359641543167e-02
5.0000000000000001e-03	2.2500000000000001e-01	-5.6262133507802015e-02
5.0000000000000001e-03	2.3500000000000001e-01	-5.9511338373664006e-02
5.0000000000000001e-03	2.4500000000000000e-01	-6.3201462338073985e-02
5.0000000000000001e-03	2.5500000000000000e-01	-6.7344779788521797e-02
5.0000000000000001e-03	2.6500000000000001e-01	-7.1919252941395603e-02
5.0000000000000001e-03	2.7500000000000002e-01	-7.6850755396346518e-02
5.0000000000000001e-03	2.8500000000000003e-01	-8.1992333082221480e-02
5.0000000000000001e-03	2.9499999999999998e-01	-8.7102143041240587e-02
5.0000000000000001e-03	3.0499999999999999e-01	-9.1822797246980017e-02
5.0000000000000001e-03	3.1500000000000000e-01	-9.5665930787014561e-02
5.0000000000000001e-03	3.2500000000000001e-01	-9.8006677663271910e-02
5.0000000000000001e-03	3.3500000000000002e-01	-9.8093086533976526e-02
5.0000000000000001e-03	3.4500000000000003e-01	-9.5075052624269338e-02
5.0000000000000001e-03	3.5500000000000004e-01	-8.8055857947550109e-02
5.0000000000000001e-03	3.6499999999999999e-01	-7.6166825150284584e-02
5.0000000000000001e-03	3.7500000000000000e-01	-5.8662044678857467e-02
5.0000000000000001e-03	3.8500000000000001e-01	-3.5026030904544182e-02
