lws,time_s
8,3.1740071773529053
8,0.5558364391326904
8,0.5478758811950684
12,0.5641374588012695
12,0.5636589527130127
12,0.5619540214538574
14,0.5731804370880127
14,0.5673339366912842
14,0.5590252876281738
16,0.544044017791748
16,0.5581727027893066
16,0.5689742565155029
